age,gender,city,relationship_status,sleep_hours,exercise_frequency,screen_time_hours,diet_quality,stress_level,anxiety_level,mood,motivation_level,concentration_level,social_support,social_interaction_frequency,work_stress,is_student,is_employed,household_responsibility,open_to_therapy,aware_of_mental_health,mental_health_risk
35,male,Delhi,in_relationship,6.7,4,5.2,2,10,10,4,6,4,4,3,7,0,1,4,1,1,1
32,female,Hyderabad,in_relationship,5.4,2,6.1,2,9,8,2,4,4,3,4,2,1,0,1,1,1,1
27,female,Chennai,single,8.3,6,6.6,4,4,5,8,9,9,2,11,0,1,0,3,1,1,0
18,female,Chennai,single,5.3,1,6.7,5,10,10,3,4,4,2,1,6,0,1,5,1,0,1
31,male,Bengaluru,single,6.8,1,1.7,4,10,7,3,1,5,2,0,5,0,0,2,1,1,1
30,female,Mumbai,in_relationship,6.1,5,2.6,5,5,6,8,8,5,4,3,0,1,0,3,1,1,0
30,female,Hyderabad,married,7.7,2,5,3,7,7,7,6,7,3,1,4,0,0,2,0,0,0
18,male,Delhi,single,6.1,4,4.2,3,8,6,2,2,4,2,8,1,1,0,1,1,1,1
19,female,Bengaluru,in_relationship,5.4,2,12,2,10,10,1,6,1,2,5,1,1,0,4,1,1,1
36,female,Surat,single,7.6,5,6.6,3,6,4,9,8,5,4,6,1,1,0,2,0,0,0
28,male,Bengaluru,single,6.6,6,4.3,2,7,7,7,8,3,4,8,5,0,1,5,1,0,0
33,female,Pune,married,7.3,2,4.1,2,10,6,4,3,4,5,4,6,1,0,4,0,0,1
28,male,Delhi,single,5.3,2,3.9,3,7,6,4,6,3,3,9,1,1,0,3,1,1,1
28,female,Chennai,single,4.4,3,5.8,3,10,8,1,5,6,3,11,4,1,0,2,1,1,1
36,female,Surat,single,6.6,2,4.7,3,9,8,4,5,5,2,4,4,0,1,3,1,1,1
24,female,Mumbai,single,6.1,1,4.9,3,9,8,3,4,4,3,9,4,1,0,2,1,1,1
29,female,Mumbai,single,6.7,5,4.9,3,7,7,6,5,3,2,6,3,1,0,2,1,1,1
24,male,Bengaluru,single,6.4,3,8,2,10,7,1,3,5,1,9,2,1,0,4,0,0,1
25,female,Mumbai,in_relationship,6.4,3,7.7,1,9,9,3,4,1,4,2,2,1,0,4,1,1,1
26,female,Kolkata,single,5.1,3,5,3,10,10,3,5,3,2,1,5,0,0,3,1,1,1
30,male,Jaipur,in_relationship,8.9,3,1.8,2,2,2,10,7,10,5,4,0,0,1,2,0,0,0
24,female,Bengaluru,single,6.4,6,6.2,4,5,4,7,8,7,4,4,0,1,0,3,1,0,0
38,female,Delhi,single,8.1,1,7,4,9,6,5,3,6,4,5,3,1,0,1,1,1,1
21,male,Bengaluru,in_relationship,5.9,5,7.9,4,7,6,7,6,6,4,6,0,1,0,4,1,0,0
27,female,Chennai,married,7.3,5,7.3,4,3,5,9,9,5,3,9,2,1,0,2,0,0,0
24,female,Mumbai,single,4.8,0,8.5,2,9,7,3,3,3,5,5,1,1,0,2,0,0,1
40,male,Hyderabad,married,7.1,2,4.6,3,6,7,6,7,8,4,3,2,0,1,4,1,0,0
30,non_binary,Ahmedabad,in_relationship,6.6,5,5.8,3,7,6,8,8,4,4,4,2,0,0,3,1,0,0
36,male,Ahmedabad,in_relationship,7,4,3.1,2,7,9,8,6,4,3,3,4,0,0,3,1,1,1
18,male,Delhi,in_relationship,7.8,1,5.1,4,10,8,4,6,6,2,2,6,0,1,2,1,1,1
30,male,Chennai,single,5.5,1,7.2,3,8,8,2,4,3,3,1,2,0,0,4,1,1,1
35,female,Mumbai,single,5.8,3,3.3,2,10,7,3,6,6,3,5,5,0,1,2,1,1,1
29,female,Delhi,in_relationship,7.1,5,3.9,3,6,4,9,10,6,3,5,1,1,0,1,1,1,0
37,male,Pune,single,9.5,1,4.7,2,3,4,6,6,9,2,8,0,0,0,3,1,1,0
24,male,Kolkata,married,6.8,0,4,3,10,9,2,4,5,2,1,4,0,0,2,1,1,1
39,female,Mumbai,single,7.7,3,5.8,4,9,7,5,4,5,4,4,5,0,0,4,0,0,1
46,male,Delhi,single,6.7,6,3.6,3,9,7,5,4,8,2,10,7,0,1,2,1,0,1
25,female,Delhi,in_relationship,9.3,2,9.1,1,5,8,7,6,5,3,4,1,1,0,5,1,1,0
24,female,Delhi,single,4.8,4,3.2,3,7,8,6,4,6,4,6,1,1,0,4,1,1,1
40,female,Delhi,in_relationship,6.7,1,7,3,10,10,1,2,6,2,1,3,0,1,5,0,0,1
41,female,Mumbai,in_relationship,4.7,1,3.9,3,10,10,2,4,6,3,2,5,1,0,5,0,0,1
24,male,Bengaluru,married,4,2,0.9,3,10,9,2,3,4,3,10,4,0,0,4,1,0,1
25,non_binary,Kolkata,in_relationship,7.4,3,5,3,6,9,7,7,4,5,6,4,0,0,2,1,0,1
26,female,Ahmedabad,in_relationship,7.2,4,4,3,8,8,6,6,8,5,6,6,0,0,3,0,0,1
18,female,Chennai,in_relationship,6.4,0,2.3,3,6,6,6,8,5,4,0,2,0,1,3,1,1,0
21,male,Mumbai,married,6.1,0,2,3,8,7,5,5,4,4,8,3,1,0,3,1,1,1
20,female,Surat,single,9.9,1,5.4,2,9,9,4,6,6,2,10,7,1,0,3,1,0,1
22,male,Pune,single,6.6,3,6.5,3,9,6,6,6,4,5,8,4,0,1,3,1,1,1
28,male,Pune,single,7.4,7,5.7,5,6,6,10,9,7,3,7,4,0,1,3,0,0,0
30,male,Pune,single,6.2,5,4.6,4,6,7,6,8,4,4,2,2,0,0,3,1,1,0
40,female,Jaipur,in_relationship,7.2,1,6.2,4,9,4,4,5,6,3,7,1,1,0,3,0,0,1
20,female,Hyderabad,in_relationship,6.6,1,6.7,4,10,7,4,4,6,3,9,4,1,0,4,1,1,1
36,female,Delhi,in_relationship,6.5,3,1.6,4,8,6,7,6,7,5,0,5,0,1,2,1,1,0
26,female,Ahmedabad,single,8.3,4,2.2,4,3,5,10,9,7,4,3,4,1,0,2,1,1,0
28,male,Kolkata,in_relationship,8.2,3,4.1,2,8,3,9,6,8,5,8,2,0,1,3,0,0,0
33,female,Kolkata,single,6.8,1,4.9,3,7,6,5,4,6,3,9,0,1,0,1,1,1,0
19,male,Hyderabad,in_relationship,4.2,0,6.2,3,10,10,1,5,2,3,1,4,0,0,3,0,0,1
31,female,Mumbai,in_relationship,6.6,2,6,4,9,8,5,7,5,3,8,4,0,0,3,0,0,1
29,female,Bengaluru,single,9.7,3,5.7,4,9,9,8,5,7,3,5,8,0,1,4,0,0,1
32,female,Jaipur,single,6.7,4,4.7,3,7,5,3,4,6,2,9,1,1,0,3,1,0,0
30,female,Hyderabad,single,8,3,1.7,4,7,4,7,8,8,2,3,3,0,1,2,1,1,0
48,male,Hyderabad,married,8.7,5,5.3,3,4,6,10,9,5,5,7,4,0,0,5,1,1,0
23,male,Delhi,married,7.1,3,7.2,3,10,10,4,5,3,3,9,7,1,0,5,1,1,1
24,female,Bengaluru,in_relationship,5.9,3,0,2,10,5,4,6,5,4,4,5,0,1,4,1,0,1
23,male,Jaipur,single,3.9,2,2.8,3,10,9,2,3,2,3,5,6,0,1,5,1,0,1
24,male,Chennai,single,7.6,3,3.1,3,7,9,5,6,7,2,3,4,0,1,4,1,1,1
23,female,Kolkata,in_relationship,6,4,4.7,3,4,4,9,8,7,5,10,0,0,0,4,1,1,0
38,female,Bengaluru,in_relationship,7.3,3,3.6,2,8,8,7,5,4,2,6,4,1,0,3,1,1,1
39,male,Ahmedabad,single,5.1,5,4.4,3,10,8,3,5,5,3,4,5,1,0,3,1,1,1
23,male,Delhi,single,6.4,5,4.6,4,9,7,4,7,5,3,4,4,1,0,3,1,1,1
21,female,Chennai,in_relationship,6.7,3,4.2,2,9,9,4,4,3,3,5,6,0,1,5,1,1,1
32,female,Bengaluru,single,7,5,3.1,2,9,5,5,6,4,2,7,7,0,1,5,1,1,1
24,male,Bengaluru,single,5.6,2,3.2,3,10,8,5,5,6,4,1,9,0,1,4,1,1,1
33,male,Ahmedabad,single,7.9,3,3.5,2,9,7,4,4,4,4,12,6,1,0,3,1,1,1
30,male,Jaipur,in_relationship,5.7,4,4.7,2,8,7,4,6,5,3,7,4,1,0,4,1,1,1
18,male,Mumbai,married,5,0,5.6,3,8,10,1,3,2,4,7,4,0,0,5,1,1,1
40,male,Pune,married,6.7,0,3,1,8,5,5,7,7,4,5,3,0,1,5,1,1,1
42,female,Delhi,in_relationship,6.6,3,7.8,2,10,9,2,5,4,2,7,3,1,0,3,1,1,1
23,female,Bengaluru,in_relationship,7,2,3.9,5,6,5,6,5,6,3,5,3,0,1,5,1,1,0
25,female,Mumbai,single,8.4,0,7.2,3,8,7,3,6,6,4,10,4,1,0,3,1,1,1
30,male,Delhi,in_relationship,6.2,2,5,2,9,7,2,4,5,4,6,5,1,0,4,1,1,1
31,female,Hyderabad,single,6.5,1,0.4,3,8,9,5,4,5,2,7,4,0,1,5,1,0,1
33,male,Mumbai,in_relationship,5.6,4,6.2,4,10,8,2,6,4,3,5,6,1,0,4,1,1,1
44,female,Hyderabad,single,7.8,4,5,4,7,5,7,7,6,2,6,1,0,1,4,1,1,0
27,female,Jaipur,single,6.7,6,6.3,3,8,5,8,4,4,3,4,4,1,0,2,1,1,0
22,male,Mumbai,single,6.4,4,3.9,4,6,8,6,6,3,2,10,2,1,0,4,1,1,0
18,female,Kolkata,single,4,4,4.9,1,10,8,1,4,5,1,4,0,1,0,4,0,0,1
22,male,Bengaluru,single,8.5,0,3.5,2,6,7,7,3,6,4,4,5,0,1,4,1,1,0
28,female,Chennai,single,5.3,5,5.5,3,8,8,4,6,3,4,6,0,1,0,4,1,1,1
42,male,Delhi,complicated,6.3,4,6.2,3,10,8,5,5,2,2,4,3,0,0,5,1,1,1
24,male,Mumbai,single,7.2,1,5.1,2,10,8,4,2,2,3,9,3,1,0,2,1,1,1
30,female,Mumbai,in_relationship,5.3,6,5.6,4,9,9,4,6,3,2,6,5,1,0,2,1,1,1
28,male,Mumbai,married,4.2,1,4.1,2,8,8,1,4,5,3,11,0,1,0,5,1,1,1
38,female,Delhi,complicated,4.3,2,3.8,3,10,10,1,2,2,3,3,8,0,1,4,1,1,1
48,male,Chennai,in_relationship,7.3,2,2.2,4,9,7,5,6,6,3,6,6,0,1,4,1,1,1
24,female,Jaipur,married,5.8,1,4.2,4,9,9,5,6,3,5,4,5,1,0,3,1,1,1
24,female,Pune,single,10,4,0,3,3,4,10,8,10,3,6,4,0,1,5,0,0,0
36,female,Chennai,single,5.6,4,3.3,2,8,7,3,5,4,2,5,4,0,1,5,1,1,1
33,male,Mumbai,single,4.7,2,5,3,7,6,4,6,3,2,6,0,1,0,2,1,1,1
43,male,Delhi,in_relationship,6.2,4,5.6,3,9,9,5,5,4,4,9,4,0,1,3,1,1,1
33,male,Delhi,in_relationship,7.2,6,5.6,3,7,6,6,4,9,2,5,4,1,0,2,1,1,0
25,male,Delhi,single,6.4,1,5.2,4,10,10,1,4,7,2,7,6,0,0,4,0,0,1
33,female,Hyderabad,single,7.5,0,0.1,3,7,7,6,4,7,4,3,6,0,1,5,1,1,1
37,female,Hyderabad,in_relationship,5.8,0,4.4,3,9,7,2,3,5,4,6,5,0,0,5,1,1,1
35,female,Bengaluru,single,5.3,4,1.1,2,8,6,6,8,6,3,2,0,0,0,4,1,1,0
32,female,Bengaluru,in_relationship,3.9,2,2.7,4,9,8,2,4,4,5,5,4,1,0,5,1,1,1
37,female,Pune,in_relationship,4.4,2,4.1,1,10,10,2,4,3,4,5,10,0,1,3,1,1,1
37,female,Kolkata,in_relationship,6.1,3,7.7,4,7,7,5,6,5,3,12,0,1,0,2,1,0,1
39,male,Delhi,in_relationship,6.4,2,6.2,4,5,8,6,7,5,3,7,2,1,0,4,0,0,0
33,female,Jaipur,married,6.2,1,4.5,2,10,7,1,2,5,2,10,5,0,0,4,1,1,1
27,female,Surat,single,8.5,5,4.5,4,4,3,10,8,6,4,6,0,0,0,1,1,0,0
29,female,Delhi,in_relationship,8.5,4,3.1,3,6,5,7,7,6,4,4,6,0,0,2,1,1,0
38,male,Bengaluru,in_relationship,5.6,4,3.8,3,8,6,5,6,6,5,11,4,1,0,3,1,0,1
21,male,Hyderabad,single,4.8,0,5.4,3,10,10,1,3,3,4,6,5,0,1,3,0,0,1
31,male,Surat,single,6.2,3,1.7,5,10,6,5,8,6,3,3,5,0,1,2,1,1,1
25,female,Pune,single,5.6,5,7.7,4,6,8,5,5,4,2,8,0,1,0,3,1,1,1
28,female,Mumbai,single,5.5,3,4,4,8,6,3,6,4,3,6,3,1,0,2,1,0,1
38,male,Bengaluru,in_relationship,6,1,6.2,2,8,9,2,6,4,3,1,2,1,0,3,1,1,1
30,female,Hyderabad,married,6,3,7.4,3,8,9,6,6,2,4,9,2,1,0,1,1,1,1
28,male,Hyderabad,single,6.2,0,1.2,2,10,10,3,3,3,4,8,8,0,1,3,1,1,1
18,male,Delhi,single,6.2,3,3.3,4,10,7,4,7,7,3,11,5,0,0,3,1,0,1
34,male,Pune,married,7.2,3,2.8,3,8,5,6,3,6,4,7,7,0,0,4,0,0,1
33,female,Chennai,single,6.7,0,0.9,2,10,9,3,3,4,3,4,7,0,1,5,1,1,1
45,female,Pune,single,5.6,1,2.9,3,7,6,4,7,8,4,9,0,1,0,1,1,0,0
26,male,Pune,in_relationship,7.8,3,9.4,2,8,8,5,5,6,3,8,5,0,1,3,1,1,1
30,female,Kolkata,in_relationship,5.7,2,6.2,3,10,8,1,6,4,1,11,3,1,0,2,0,0,1
30,male,Bengaluru,single,5,2,8.3,2,10,10,1,1,3,3,5,6,0,1,4,1,1,1
41,female,Ahmedabad,single,7.3,2,6.8,3,6,4,6,4,6,4,6,0,1,0,3,1,1,0
27,female,Mumbai,single,5.9,3,3,4,10,9,1,3,3,3,3,6,0,1,5,1,1,1
30,female,Chennai,in_relationship,7.5,1,4.5,3,10,8,4,5,6,3,8,5,1,0,2,1,1,1
33,male,Mumbai,in_relationship,3.7,0,5.6,2,10,9,1,3,2,2,2,2,1,0,1,1,1,1
29,female,Chennai,single,8.5,2,5.4,3,10,9,4,4,5,3,7,7,0,1,5,1,0,1
24,female,Delhi,in_relationship,7.6,4,3.6,4,8,8,6,8,7,4,8,4,1,0,1,1,1,1
30,male,Mumbai,married,5.2,4,1.5,2,8,7,5,8,6,3,7,5,0,0,4,1,0,1
37,female,Mumbai,single,4.8,4,12,3,10,8,3,4,2,5,7,0,1,0,2,1,1,1
20,male,Mumbai,single,8.7,5,4.2,4,5,6,10,6,7,2,10,3,0,1,1,1,1,0
29,female,Chennai,in_relationship,6.2,2,4.5,3,9,8,3,1,3,5,9,3,1,0,2,1,1,1
22,male,Kolkata,single,5.1,2,5.8,3,8,7,4,5,5,3,5,0,1,0,4,1,0,1
38,female,Hyderabad,single,4.1,2,5.7,3,10,9,1,4,3,1,5,2,1,0,1,1,1,1
18,female,Mumbai,in_relationship,6.6,2,4.7,3,9,5,3,4,7,3,3,4,0,0,3,1,0,1
24,male,Mumbai,married,6,2,8.8,3,10,9,4,4,3,5,8,7,1,0,4,0,0,1
31,male,Mumbai,married,6.4,3,4.4,1,8,6,4,4,9,3,3,4,1,0,2,1,1,1
41,male,Mumbai,in_relationship,5.3,1,3.2,2,10,10,2,4,2,2,10,5,1,0,3,1,1,1
27,male,Jaipur,in_relationship,4.6,1,5.1,4,9,10,1,6,4,3,10,6,1,0,5,1,0,1
24,male,Delhi,single,7.7,1,3.6,2,7,7,4,2,4,2,2,4,0,1,4,1,0,1
43,female,Bengaluru,in_relationship,8.2,5,7.3,3,5,6,10,8,7,4,5,3,0,0,3,1,1,0
18,male,Mumbai,single,4.9,5,7.5,3,10,9,5,4,4,4,7,7,1,0,3,1,1,1
18,male,Delhi,single,8.1,3,4.7,2,10,9,4,2,5,2,8,5,0,1,3,1,1,1
32,female,Hyderabad,in_relationship,7.1,1,1.9,3,10,10,1,2,4,3,10,8,0,1,5,1,1,1
24,male,Ahmedabad,in_relationship,8.4,4,1.8,3,6,7,9,8,7,4,1,4,1,0,4,1,1,0
20,female,Delhi,single,7,2,4.5,5,7,8,6,6,5,2,4,3,0,1,4,1,1,1
34,female,Mumbai,married,3.6,3,5.9,2,10,9,1,6,5,3,6,2,1,0,4,1,1,1
30,female,Bengaluru,single,6.5,3,3.8,4,8,10,5,5,3,2,1,6,0,1,2,1,1,1
23,female,Delhi,single,8,5,5,4,9,5,6,3,6,3,5,3,1,0,1,0,0,0
18,female,Delhi,single,5.9,2,3.3,2,7,6,5,5,6,3,7,2,0,0,2,1,0,1
35,male,Surat,in_relationship,6.5,0,4.5,3,7,6,3,2,5,3,5,1,0,0,3,0,0,1
33,male,Ahmedabad,in_relationship,6.7,4,0.7,4,6,6,9,6,6,3,2,3,1,0,4,1,0,0
27,male,Hyderabad,single,3.2,0,3.9,3,9,8,3,5,5,5,14,2,1,0,4,1,1,1
43,female,Bengaluru,in_relationship,9,3,3.2,3,10,7,4,5,2,2,6,6,0,0,3,1,0,1
19,male,Bengaluru,single,5.8,4,8.3,2,10,9,1,5,3,1,7,7,1,0,4,1,0,1
18,female,Hyderabad,in_relationship,7.3,1,2.9,2,10,8,4,3,3,4,2,6,0,1,2,0,0,1
22,non_binary,Chennai,single,6.9,1,4.9,4,8,7,3,5,4,3,6,5,0,0,4,1,1,1
28,female,Chennai,single,8.5,4,5,3,5,4,7,6,10,2,5,1,0,0,2,1,1,0
30,female,Mumbai,married,7.5,2,7.1,3,8,9,6,7,5,4,0,3,0,0,5,1,1,1
26,male,Hyderabad,single,6.6,2,7,3,10,10,4,5,5,4,2,5,0,1,3,1,1,1
31,female,Bengaluru,single,5.9,3,4.4,3,7,8,6,6,4,1,8,2,0,0,1,0,0,1
18,female,Pune,in_relationship,8,5,3.5,2,8,7,7,7,7,3,11,5,0,0,4,1,1,1
40,male,Ahmedabad,married,4.6,2,3.2,4,10,9,3,4,1,5,6,8,0,1,5,0,0,1
27,male,Hyderabad,single,6.8,0,4.7,3,7,6,5,7,7,4,10,3,1,0,2,1,1,1
37,female,Mumbai,single,5.4,4,3.6,3,8,9,5,6,3,4,5,8,0,1,3,1,1,1
31,female,Ahmedabad,single,8,5,5.6,4,8,5,7,6,6,4,5,5,0,1,3,1,1,0
32,female,Mumbai,in_relationship,7,3,5.5,3,10,8,4,4,6,3,10,5,1,0,1,1,1,1
33,female,Delhi,single,7.8,3,5.7,4,7,8,6,7,6,4,10,6,0,1,1,1,1,1
32,female,Mumbai,in_relationship,6.6,2,7,3,10,8,4,5,5,4,9,5,0,1,5,1,1,1
33,female,Chennai,complicated,5.1,1,8.9,3,10,10,1,3,1,4,3,3,1,0,2,1,1,1
39,male,Delhi,single,6,4,4.7,4,8,9,5,4,4,3,5,6,0,0,5,1,0,1
30,male,Bengaluru,single,7.4,0,7.5,3,9,10,3,3,6,3,7,4,1,0,4,1,1,1
34,male,Jaipur,single,7,2,3.8,3,8,7,2,4,5,2,4,5,0,1,5,0,0,1
27,female,Delhi,single,8,1,6.8,2,9,8,4,6,7,3,8,3,1,0,2,1,1,1
40,female,Hyderabad,married,7.5,4,6.6,5,10,8,2,4,4,2,8,4,0,0,2,1,1,1
23,female,Bengaluru,single,5.5,1,6.5,3,10,10,2,3,3,2,8,4,0,1,2,1,1,1
42,male,Mumbai,single,5.4,5,5.6,3,5,8,5,4,6,3,12,0,1,0,2,1,0,0
28,female,Kolkata,in_relationship,7.1,5,3.2,2,6,6,6,9,5,2,5,3,0,0,1,1,1,0
18,female,Mumbai,single,3.8,1,1.7,3,10,9,1,4,5,2,1,6,0,1,3,1,1,1
29,female,Bengaluru,in_relationship,8.3,4,5.1,3,5,7,10,9,9,3,8,3,1,0,3,0,0,0
23,female,Hyderabad,single,7.2,2,7.6,1,10,8,2,5,5,3,11,7,0,1,2,1,1,1
35,male,Ahmedabad,married,8.7,3,3.9,4,7,7,6,6,6,5,4,5,0,1,3,1,1,0
23,female,Chennai,married,4.8,6,8.1,3,10,7,4,5,3,3,9,4,1,0,3,1,0,1
24,male,Delhi,in_relationship,8.2,5,7.5,5,5,6,10,10,8,5,9,2,1,0,3,1,1,0
18,male,Mumbai,married,9.7,1,4.7,2,7,6,7,6,9,5,7,6,1,0,3,1,1,0
24,female,Chennai,single,5.1,5,7.9,3,9,9,5,6,5,4,7,3,1,0,3,1,1,1
18,female,Hyderabad,single,7.7,7,0,3,7,8,7,8,6,3,2,10,0,1,4,1,1,1
18,female,Pune,in_relationship,7.1,2,2.1,4,8,7,6,6,7,4,0,5,0,1,3,1,1,1
34,female,Pune,in_relationship,4.5,5,3.1,3,7,5,6,6,5,5,3,3,1,0,2,1,1,0
34,female,Pune,single,7.7,0,3.2,2,4,4,8,7,6,4,5,1,1,0,1,0,0,0
31,female,Bengaluru,single,7.3,2,6.4,4,6,5,7,7,8,4,10,0,1,0,5,1,1,0
20,female,Delhi,single,6.3,2,5.1,2,7,5,3,6,8,3,5,2,0,0,3,1,1,1
28,male,Kolkata,single,7.7,3,6.9,4,6,7,9,9,4,4,5,1,1,0,4,1,0,0
28,male,Bengaluru,single,5,3,5.7,5,10,9,4,5,2,4,3,4,0,0,3,1,1,1
19,male,Delhi,in_relationship,5,5,2.6,4,8,6,4,6,5,3,7,5,0,1,3,1,0,1
40,male,Pune,single,7.2,5,2.9,4,6,7,8,7,7,3,11,3,1,0,3,1,0,0
35,male,Jaipur,single,7,0,5.3,4,8,8,5,4,3,3,9,6,0,0,1,1,1,1
26,male,Bengaluru,in_relationship,6,1,3.2,4,10,8,2,4,5,4,7,5,0,1,2,1,1,1
28,male,Mumbai,in_relationship,8,4,1.4,4,7,7,10,6,5,4,1,10,0,1,3,1,0,0
30,female,Bengaluru,married,7.6,2,6.4,3,6,4,4,5,8,3,4,1,0,0,3,1,0,0
18,male,Pune,in_relationship,8.2,3,7.2,4,9,5,4,7,5,2,12,2,1,0,2,1,1,1
26,female,Jaipur,single,6.4,1,8.8,2,9,8,1,5,5,3,10,2,1,0,3,1,1,1
23,male,Delhi,married,7.1,2,4.9,4,9,10,6,6,4,3,0,8,0,1,4,1,1,1
20,female,Mumbai,in_relationship,5.3,4,5.9,2,8,7,3,4,3,2,6,0,1,0,4,1,1,1
26,male,Pune,single,9,2,7.6,2,7,6,4,5,7,2,8,1,1,0,5,1,1,1
42,male,Bengaluru,in_relationship,5.3,5,3.5,1,7,4,6,8,3,4,4,3,1,0,1,1,1,0
33,female,Hyderabad,married,9.1,1,7.1,3,8,10,7,5,4,5,0,6,1,0,4,1,0,1
23,male,Surat,single,7,5,5.1,3,7,7,7,6,6,3,6,4,0,0,3,1,1,0
33,male,Mumbai,single,5.1,4,7,4,8,7,4,7,2,3,4,1,1,0,3,1,0,1
